Rank,Song,Artist,Last_Week,Peak_Position,Weeks_on_Chart,Date
59,FE!N,Travis Scott Featuring Playboi Carti,58,5,28,2024-05-25
60,Prada Dem,Gunna Featuring Offset,RE- ENTRY,54,2,2024-05-25
61,So High School,Taylor Swift,65,24,4,2024-05-25
62,Whatsapp (Wassam),Gunna,95,62,2,2024-05-25
63,Fresh Out The Slammer,Taylor Swift,54,11,4,2024-05-25
64,Made For Me,Muni Long,55,20,18,2024-05-25
65,Obsessed,Olivia Rodrigo,59,14,8,2024-05-25
66,Neck On A Yacht,Gunna,NEW,66,1,2024-05-25
67,Hakuna Matata,Gunna,NEW,67,1,2024-05-25
68,Halfway To Hell,Jelly Roll,76,68,6,2024-05-25
69,Get In With Me,BossMan Dlow,61,49,15,2024-05-25
70,Illusion,Dua Lipa,50,43,5,2024-05-25
71,Back Then Right Now,Tyler Hubbard,68,62,9,2024-05-25
72,imgonnagetyouback,Taylor Swift,62,26,4,2024-05-25
73,Scared To Start,Michael Marcagi,74,54,13,2024-05-25
74,I Can Fix Him (No Really I Can),Taylor Swift,63,20,4,2024-05-25
75,La Durango,"Peso Pluma, Junior H & Eslabon Armado",NEW,75,1,2024-05-25
76,Collage,Gunna,NEW,76,1,2024-05-25
77,Stargazing,Myles Smith,NEW,77,1,2024-05-25
78,Wildflowers And Wild Horses,Lainey Wilson,60,48,16,2024-05-25
79,Enough (Miami),Cardi B,75,9,9,2024-05-25
80,The Black Dog,Taylor Swift,67,25,4,2024-05-25
81,Tucson Too Late,Jordan Davis,71,71,11,2024-05-25
82,Hell N Back,Bakar Featuring Summer Walker,69,53,6,2024-05-25
83,Clara Bow,Taylor Swift,70,21,4,2024-05-25
84,Belong Together,Mark Ambor,84,84,3,2024-05-25
85,Wind Up Missin' You,Tucker Wetmore,80,75,7,2024-05-25
86,Bandit,Don Toliver,72,38,14,2024-05-25
87,Si No Quieres No,Luis R Conriquez x Neton Vega,86,86,2,2024-05-25
88,We Ride,Bryan Martin,82,82,6,2024-05-25
89,Dirt Cheap,Cody Johnson,83,83,4,2024-05-25
90,Lose My Breath,Stray Kids Featuring Charlie Puth,NEW,90,1,2024-05-25
91,Tell Ur Girlfriend,Lay Bankz,66,58,5,2024-05-25
92,Spin You Around (1/24),Morgan Wallen,96,24,16,2024-05-25
93,The Prophecy,Taylor Swift,77,32,4,2024-05-25
94,Back In The A,Gunna,NEW,94,1,2024-05-25
95,Outskirts,Sam Hunt,85,66,10,2024-05-25
96,23,Chayce Beckham,90,45,20,2024-05-25
97,Wine Into Whiskey,Tucker Wetmore,92,77,8,2024-05-25
98,How Did It End?,Taylor Swift,81,35,4,2024-05-25
99,Cinderella,"Future, Metro Boomin & Travis Scott",78,6,8,2024-05-25
100,Think I'm In Love With You,Chris Stapleton,RE- ENTRY,91,2,2024-05-25
1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,2,2024-06-01
2,Not Like Us,Kendrick Lamar,2,1,3,2024-06-01
3,Million Dollar Baby,Tommy Richman,3,2,4,2024-06-01
4,A Bar Song (Tipsy),Shaboozey,4,3,6,2024-06-01
5,Lunch,Billie Eilish,NEW,5,1,2024-06-01
6,Espresso,Sabrina Carpenter,9,4,6,2024-06-01
7,Lose Control,Teddy Swims,6,1,41,2024-06-01
8,Beautiful Things,Benson Boone,5,2,18,2024-06-01
9,Too Sweet,Hozier,10,1,9,2024-06-01
10,Fortnight,Taylor Swift Featuring Post Malone,8,1,5,2024-06-01
11,Like That,"Future, Metro Boomin & Kendrick Lamar",7,1,9,2024-06-01
12,Chihiro,Billie Eilish,NEW,12,1,2024-06-01
13,Birds Of A Feather,Billie Eilish,NEW,13,1,2024-06-01
14,Saturn,SZA,12,6,13,2024-06-01
15,We Can't Be Friends (Wait For Your Love),Ariana Grande,13,1,11,2024-06-01
16,Euphoria,Kendrick Lamar,11,3,4,2024-06-01
17,Wildflower,Billie Eilish,NEW,17,1,2024-06-01
18,Skinny,Billie Eilish,NEW,18,1,2024-06-01
19,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,18,1,39,2024-06-01
20,Stick Season,Noah Kahan,15,9,34,2024-06-01
21,Lovin On Me,Jack Harlow,17,1,28,2024-06-01
22,L'amour De Ma Vie,Billie Eilish,NEW,22,1,2024-06-01
23,Ain't No Love In Oklahoma,Luke Combs,NEW,23,1,2024-06-01
24,The Greatest,Billie Eilish,NEW,24,1,2024-06-01
25,Blue,Billie Eilish,NEW,25,1,2024-06-01
26,I Can Do It With A Broken Heart,Taylor Swift,14,3,5,2024-06-01
27,Cowgirls,Morgan Wallen Featuring ERNEST,31,27,23,2024-06-01
28,Feather,Sabrina Carpenter,22,21,25,2024-06-01
29,Miles On It,Marshmello & Kane Brown,24,24,3,2024-06-01
30,Down Bad,Taylor Swift,16,2,5,2024-06-01
31,The Diner,Billie Eilish,NEW,31,1,2024-06-01
32,Get It Sexyy,Sexyy Red,25,20,10,2024-06-01
33,Yeah Glo!,GloRilla,28,28,15,2024-06-01
34,Austin,Dasha,29,28,11,2024-06-01
35,Where It Ends,Bailey Zimmerman,37,32,21,2024-06-01
36,Bittersuite,Billie Eilish,NEW,36,1,2024-06-01
37,One Of Wun,Gunna,26,26,2,2024-06-01
38,Greedy,Tate McRae,32,3,36,2024-06-01
39,I Like The Way You Kiss Me,Artemas,27,12,9,2024-06-01
40,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",33,2,9,2024-06-01
41,End Of Beginning,Djo,40,11,14,2024-06-01
42,Agora Hills,Doja Cat,35,7,35,2024-06-01
43,"Good Luck, Babe!",Chappell Roan,44,43,7,2024-06-01
44,Bulletproof,Nate Smith,57,44,7,2024-06-01
45,Who's Afraid Of Little Old Me?,Taylor Swift,21,9,5,2024-06-01
46,Gata Only,FloyyMenor X Cris Mj,43,27,10,2024-06-01
47,Sweet Dreams,Koe Wetzel,NEW,47,1,2024-06-01
48,Family Matters,Drake,19,7,3,2024-06-01
49,Whatever She Wants,Bryson Tiller,46,19,14,2024-06-01
50,Wanna Be,GloRilla & Megan Thee Stallion,47,11,7,2024-06-01
51,Slow It Down,Benson Boone,50,40,9,2024-06-01
52,Texas Hold 'Em,Beyonce,49,1,15,2024-06-01
53,Redrum,21 Savage,51,5,19,2024-06-01
54,But Daddy I Love Him,Taylor Swift,30,7,5,2024-06-01
55,Guilty As Sin?,Taylor Swift,38,10,5,2024-06-01
56,Wild Ones,Jessie Murph & Jelly Roll,56,35,33,2024-06-01
57,"So Long, London",Taylor Swift,34,5,5,2024-06-01
58,My Boy Only Breaks His Favorite Toys,Taylor Swift,36,6,5,2024-06-01
59,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,52,1,15,2024-06-01
60,Halfway To Hell,Jelly Roll,68,60,7,2024-06-01
61,Made For Me,Muni Long,64,20,19,2024-06-01
62,FE!N,Travis Scott Featuring Playboi Carti,59,5,29,2024-06-01
63,Act II: Date @ 8,4batz Featuring Drake,53,7,20,2024-06-01
64,Florida!!!,Taylor Swift Featuring Florence + The Machine,41,8,5,2024-06-01
65,The Smallest Man Who Ever Lived,Taylor Swift,42,14,5,2024-06-01
66,The Tortured Poets Department,Taylor Swift,45,4,5,2024-06-01
67,Meet The Grahams,Kendrick Lamar,23,12,3,2024-06-01
68,Obsessed,Olivia Rodrigo,65,14,9,2024-06-01
69,Think I'm In Love With You,Chris Stapleton,100,69,3,2024-06-01
70,Dirt Cheap,Cody Johnson,89,70,5,2024-06-01
71,On One Tonight,Gunna,54,54,2,2024-06-01
72,Si No Quieres No,Luis R Conriquez x Neton Vega,87,72,3,2024-06-01
73,Scared To Start,Michael Marcagi,73,54,14,2024-06-01
74,Push Ups,Drake,48,17,5,2024-06-01
75,Get In With Me,BossMan Dlow,69,49,16,2024-06-01
76,Enough (Miami),Cardi B,79,9,10,2024-06-01
77,Back Then Right Now,Tyler Hubbard,71,62,10,2024-06-01
78,Illusion,Dua Lipa,70,43,6,2024-06-01
79,Stargazing,Myles Smith,77,77,2,2024-06-01
80,We Ride,Bryan Martin,88,80,7,2024-06-01
81,loml,Taylor Swift,55,12,5,2024-06-01
82,The Alchemy,Taylor Swift,58,13,5,2024-06-01
83,So High School,Taylor Swift,61,24,5,2024-06-01
84,Fresh Out The Slammer,Taylor Swift,63,11,5,2024-06-01
85,Prada Dem,Gunna Featuring Offset,60,54,3,2024-06-01
86,Hell N Back,Bakar Featuring Summer Walker,82,53,7,2024-06-01
87,Tucson Too Late,Jordan Davis,81,71,12,2024-06-01
88,Spin You Around (1/24),Morgan Wallen,92,24,17,2024-06-01
89,Bandit,Don Toliver,86,38,15,2024-06-01
90,Belong Together,Mark Ambor,84,84,4,2024-06-01
91,Boa,Megan Thee Stallion,39,39,2,2024-06-01
92,Take Her Home,Kenny Chesney,RE- ENTRY,92,2,2024-06-01
93,Wind Up Missin' You,Tucker Wetmore,85,75,8,2024-06-01
94,imgonnagetyouback,Taylor Swift,72,26,5,2024-06-01
95,Tell Ur Girlfriend,Lay Bankz,91,58,6,2024-06-01
96,Outskirts,Sam Hunt,95,66,11,2024-06-01
97,Wine Into Whiskey,Tucker Wetmore,97,77,9,2024-06-01
98,Heat Stick,Shoreline Mafia Presents OhGeesy & Fenix Flexin,NEW,98,1,2024-06-01
99,Wondering Why,The Red Clay Strays,RE- ENTRY,71,10,2024-06-01
100,I Can Fix Him (No Really I Can),Taylor Swift,74,20,5,2024-06-01
1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,3,2024-06-08
2,Not Like Us,Kendrick Lamar,2,1,4,2024-06-08
3,Million Dollar Baby,Tommy Richman,3,2,5,2024-06-08
4,A Bar Song (Tipsy),Shaboozey,4,3,7,2024-06-08
5,Espresso,Sabrina Carpenter,6,4,7,2024-06-08
6,Pink Skies,Zach Bryan,NEW,6,1,2024-06-08
7,Lose Control,Teddy Swims,7,1,42,2024-06-08
8,Too Sweet,Hozier,9,1,10,2024-06-08
9,Beautiful Things,Benson Boone,8,2,19,2024-06-08
10,Lunch,Billie Eilish,5,5,2,2024-06-08
11,Fortnight,Taylor Swift Featuring Post Malone,10,1,6,2024-06-08
12,Birds Of A Feather,Billie Eilish,13,12,2,2024-06-08
13,Like That,"Future, Metro Boomin & Kendrick Lamar",11,1,10,2024-06-08
14,Saturn,SZA,14,6,14,2024-06-08
15,We Can't Be Friends (Wait For Your Love),Ariana Grande,15,1,12,2024-06-08
16,Chihiro,Billie Eilish,12,12,2,2024-06-08
17,Stick Season,Noah Kahan,20,9,35,2024-06-08
18,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,19,1,40,2024-06-08
19,Lovin On Me,Jack Harlow,21,1,29,2024-06-08
20,Cowgirls,Morgan Wallen Featuring ERNEST,27,20,24,2024-06-08
21,Miles On It,Marshmello & Kane Brown,29,21,4,2024-06-08
22,BAND4BAND,Central Cee & Lil Baby,NEW,22,1,2024-06-08
23,Euphoria,Kendrick Lamar,16,3,5,2024-06-08
24,Get It Sexyy,Sexyy Red,32,20,11,2024-06-08
25,Austin,Dasha,34,25,12,2024-06-08
26,Feather,Sabrina Carpenter,28,21,26,2024-06-08
27,Wildflower,Billie Eilish,17,17,2,2024-06-08
28,Yeah Glo!,GloRilla,33,28,16,2024-06-08
29,Ain't No Love In Oklahoma,Luke Combs,23,23,2,2024-06-08
30,I Can Do It With A Broken Heart,Taylor Swift,26,3,6,2024-06-08
31,"Good Luck, Babe!",Chappell Roan,43,31,8,2024-06-08
32,Gata Only,FloyyMenor X Cris Mj,46,27,11,2024-06-08
33,Where It Ends,Bailey Zimmerman,35,32,22,2024-06-08
34,L'amour De Ma Vie,Billie Eilish,22,22,2,2024-06-08
35,Greedy,Tate McRae,38,3,37,2024-06-08
36,I Like The Way You Kiss Me,Artemas,39,12,10,2024-06-08
37,End Of Beginning,Djo,41,11,15,2024-06-08
38,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",40,2,10,2024-06-08
39,Wanna Be,GloRilla & Megan Thee Stallion,50,11,8,2024-06-08
40,Bulletproof,Nate Smith,44,40,8,2024-06-08
41,Down Bad,Taylor Swift,30,2,6,2024-06-08
42,Agora Hills,Doja Cat,42,7,36,2024-06-08
43,Slow It Down,Benson Boone,51,40,10,2024-06-08
44,U My Everything,Sexyy Red & Drake,NEW,44,1,2024-06-08
45,One Of Wun,Gunna,37,26,3,2024-06-08
46,Whatever She Wants,Bryson Tiller,49,19,15,2024-06-08
47,Blue,Billie Eilish,25,25,2,2024-06-08
48,Texas Hold 'Em,Beyonce,52,1,16,2024-06-08
49,Think I'm In Love With You,Chris Stapleton,69,49,4,2024-06-08
50,The Greatest,Billie Eilish,24,24,2,2024-06-08
51,Stargazing,Myles Smith,79,51,3,2024-06-08
52,Sweet Dreams,Koe Wetzel,47,47,2,2024-06-08
53,Skinny,Billie Eilish,18,18,2,2024-06-08
54,Wild Ones,Jessie Murph & Jelly Roll,56,35,34,2024-06-08
55,Made For Me,Muni Long,61,20,20,2024-06-08
56,Redrum,21 Savage,53,5,20,2024-06-08
57,Halfway To Hell,Jelly Roll,60,57,8,2024-06-08
58,Who's Afraid Of Little Old Me?,Taylor Swift,45,9,6,2024-06-08
59,Family Matters,Drake,48,7,4,2024-06-08
60,FE!N,Travis Scott Featuring Playboi Carti,62,5,30,2024-06-08
61,Dirt Cheap,Cody Johnson,70,61,6,2024-06-08
62,The Diner,Billie Eilish,31,31,2,2024-06-08
63,Si No Quieres No,Luis R Conriquez x Neton Vega,72,63,4,2024-06-08
64,Guilty As Sin?,Taylor Swift,55,10,6,2024-06-08
65,But Daddy I Love Him,Taylor Swift,54,7,6,2024-06-08
66,Obsessed,Olivia Rodrigo,68,14,10,2024-06-08
67,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,59,1,16,2024-06-08
68,"So Long, London",Taylor Swift,57,5,6,2024-06-08
69,We Ride,Bryan Martin,80,69,8,2024-06-08
70,Scared To Start,Michael Marcagi,73,54,15,2024-06-08
71,My Boy Only Breaks His Favorite Toys,Taylor Swift,58,6,6,2024-06-08
72,Si No Es Contigo,Cris Mj,NEW,72,1,2024-06-08
73,Bittersuite,Billie Eilish,36,36,2,2024-06-08
74,Enough (Miami),Cardi B,76,9,11,2024-06-08
75,Illusion,Dua Lipa,78,43,7,2024-06-08
76,Get In With Me,BossMan Dlow,75,49,17,2024-06-08
77,Florida!!!,Taylor Swift Featuring Florence + The Machine,64,8,6,2024-06-08
78,Wind Up Missin' You,Tucker Wetmore,93,75,9,2024-06-08
79,The Smallest Man Who Ever Lived,Taylor Swift,65,14,6,2024-06-08
80,The Tortured Poets Department,Taylor Swift,66,4,6,2024-06-08
81,Hell N Back,Bakar Featuring Summer Walker,86,53,8,2024-06-08
82,Belong Together,Mark Ambor,90,82,5,2024-06-08
83,The Craving,Twenty One Pilots,NEW,83,1,2024-06-08
84,After Hours,Kehlani,NEW,84,1,2024-06-08
85,Take Her Home,Kenny Chesney,92,85,3,2024-06-08
86,Back Then Right Now,Tyler Hubbard,77,62,11,2024-06-08
87,Wondering Why,The Red Clay Strays,99,71,11,2024-06-08
88,Tucson Too Late,Jordan Davis,87,71,13,2024-06-08
89,Bandit,Don Toliver,89,38,16,2024-06-08
90,Wine Into Whiskey,Tucker Wetmore,97,77,10,2024-06-08
91,Push Ups,Drake,74,17,6,2024-06-08
92,loml,Taylor Swift,81,12,6,2024-06-08
93,Meet The Grahams,Kendrick Lamar,67,12,4,2024-06-08
94,Outskirts,Sam Hunt,96,66,12,2024-06-08
95,Your Place,Ashley Cooke,NEW,95,1,2024-06-08
96,Attitude,Don Toliver Featuring Charlie Wilson & Cash Cobain,NEW,96,1,2024-06-08
97,Heat Stick,Shoreline Mafia Presents OhGeesy & Fenix Flexin,98,97,2,2024-06-08
98,The Alchemy,Taylor Swift,82,13,6,2024-06-08
99,On One Tonight,Gunna,71,54,3,2024-06-08
100,Tu Name,Fuerza Regida,RE- ENTRY,66,13,2024-06-08
1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,4,2024-06-15
2,Houdini,Eminem,NEW,2,1,2024-06-15
3,Million Dollar Baby,Tommy Richman,3,2,6,2024-06-15
4,A Bar Song (Tipsy),Shaboozey,4,3,8,2024-06-15
5,Not Like Us,Kendrick Lamar,2,1,5,2024-06-15
6,Espresso,Sabrina Carpenter,5,4,8,2024-06-15
7,Too Sweet,Hozier,8,1,11,2024-06-15
8,Lose Control,Teddy Swims,7,1,43,2024-06-15
9,Beautiful Things,Benson Boone,9,2,20,2024-06-15
10,Pink Skies,Zach Bryan,6,6,2,2024-06-15
11,Birds Of A Feather,Billie Eilish,12,11,3,2024-06-15
12,Fortnight,Taylor Swift Featuring Post Malone,11,1,7,2024-06-15
13,Lunch,Billie Eilish,10,5,3,2024-06-15
14,Like That,"Future, Metro Boomin & Kendrick Lamar",13,1,11,2024-06-15
15,Wanna Be,GloRilla & Megan Thee Stallion,39,11,9,2024-06-15
16,Saturn,SZA,14,6,15,2024-06-15
17,We Can't Be Friends (Wait For Your Love),Ariana Grande,15,1,13,2024-06-15
18,BAND4BAND,Central Cee & Lil Baby,22,18,2,2024-06-15
19,Cowgirls,Morgan Wallen Featuring ERNEST,20,19,25,2024-06-15
20,Austin,Dasha,25,20,13,2024-06-15
21,Chihiro,Billie Eilish,16,12,3,2024-06-15
22,Lovin On Me,Jack Harlow,19,1,30,2024-06-15
23,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,18,1,41,2024-06-15
24,Miles On It,Marshmello & Kane Brown,21,21,5,2024-06-15
25,Stick Season,Noah Kahan,17,9,36,2024-06-15
26,"Good Luck, Babe!",Chappell Roan,31,26,9,2024-06-15
27,Feather,Sabrina Carpenter,26,21,27,2024-06-15
28,Yeah Glo!,GloRilla,28,28,17,2024-06-15
29,Ain't No Love In Oklahoma,Luke Combs,29,23,3,2024-06-15
30,Get It Sexyy,Sexyy Red,24,20,12,2024-06-15
31,One Of Wun,Gunna,45,26,4,2024-06-15
32,Wildflower,Billie Eilish,27,17,3,2024-06-15
33,Euphoria,Kendrick Lamar,23,3,6,2024-06-15
34,I Can Do It With A Broken Heart,Taylor Swift,30,3,7,2024-06-15
35,End Of Beginning,Djo,37,11,16,2024-06-15
36,I Like The Way You Kiss Me,Artemas,36,12,11,2024-06-15
37,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",38,2,11,2024-06-15
38,Greedy,Tate McRae,35,3,38,2024-06-15
39,Gata Only,FloyyMenor X Cris Mj,32,27,12,2024-06-15
40,Slow It Down,Benson Boone,43,40,11,2024-06-15
41,Stargazing,Myles Smith,51,41,4,2024-06-15
42,Agora Hills,Doja Cat,42,7,37,2024-06-15
43,Where It Ends,Bailey Zimmerman,33,32,23,2024-06-15
44,Bulletproof,Nate Smith,40,40,9,2024-06-15
45,Whatever She Wants,Bryson Tiller,46,19,16,2024-06-15
46,Down Bad,Taylor Swift,41,2,7,2024-06-15
47,L'amour De Ma Vie,Billie Eilish,34,22,3,2024-06-15
48,Halfway To Hell,Jelly Roll,57,48,9,2024-06-15
49,U My Everything,Sexyy Red & Drake,44,44,2,2024-06-15
50,Sweet Dreams,Koe Wetzel,52,47,3,2024-06-15
51,Think I'm In Love With You,Chris Stapleton,49,49,5,2024-06-15
52,Blue,Billie Eilish,47,25,3,2024-06-15
53,Si No Quieres No,Luis R Conriquez x Neton Vega,63,53,5,2024-06-15
54,Made For Me,Muni Long,55,20,21,2024-06-15
55,Dirt Cheap,Cody Johnson,61,55,7,2024-06-15
56,FE!N,Travis Scott Featuring Playboi Carti,60,5,31,2024-06-15
57,Wild Ones,Jessie Murph & Jelly Roll,54,35,35,2024-06-15
58,Who's Afraid Of Little Old Me?,Taylor Swift,58,9,7,2024-06-15
59,Illusion,Dua Lipa,75,43,8,2024-06-15
60,Scared To Start,Michael Marcagi,70,54,16,2024-06-15
61,We Ride,Bryan Martin,69,61,9,2024-06-15
62,The Greatest,Billie Eilish,50,24,3,2024-06-15
63,Guilty As Sin?,Taylor Swift,64,10,7,2024-06-15
64,Enough (Miami),Cardi B,74,9,12,2024-06-15
65,Texas Hold 'Em,Beyonce,48,1,17,2024-06-15
66,But Daddy I Love Him,Taylor Swift,65,7,7,2024-06-15
67,Obsessed,Olivia Rodrigo,66,14,11,2024-06-15
68,Skinny,Billie Eilish,53,18,3,2024-06-15
69,Family Matters,Drake,59,7,5,2024-06-15
70,"So Long, London",Taylor Swift,68,5,7,2024-06-15
71,My Boy Only Breaks His Favorite Toys,Taylor Swift,71,6,7,2024-06-15
72,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,67,1,17,2024-06-15
73,The Diner,Billie Eilish,62,31,3,2024-06-15
74,Belong Together,Mark Ambor,82,74,6,2024-06-15
75,Red Wine Supernova,Chappell Roan,NEW,75,1,2024-06-15
76,Wondering Why,The Red Clay Strays,87,71,12,2024-06-15
77,Hell N Back,Bakar Featuring Summer Walker,81,53,9,2024-06-15
78,Take Her Home,Kenny Chesney,85,78,4,2024-06-15
79,Wind Up Missin' You,Tucker Wetmore,78,75,10,2024-06-15
80,Hot To Go!,Chappell Roan,NEW,80,1,2024-06-15
81,Get In With Me,BossMan Dlow,76,49,18,2024-06-15
82,Si No Es Contigo,Cris Mj,72,72,2,2024-06-15
83,The Smallest Man Who Ever Lived,Taylor Swift,79,14,7,2024-06-15
84,Florida!!!,Taylor Swift Featuring Florence + The Machine,77,8,7,2024-06-15
85,After Hours,Kehlani,84,84,2,2024-06-15
86,The Tortured Poets Department,Taylor Swift,80,4,7,2024-06-15
87,Your Place,Ashley Cooke,95,87,2,2024-06-15
88,On One Tonight,Gunna,99,54,4,2024-06-15
89,Bittersuite,Billie Eilish,73,36,3,2024-06-15
90,Nasty,Tinashe,NEW,90,1,2024-06-15
91,Tucson Too Late,Jordan Davis,88,71,14,2024-06-15
92,Back Then Right Now,Tyler Hubbard,86,62,12,2024-06-15
93,Outskirts,Sam Hunt,94,66,13,2024-06-15
94,The Door,Teddy Swims,NEW,94,1,2024-06-15
95,Spin You Around (1/24),Morgan Wallen,RE- ENTRY,24,18,2024-06-15
96,Wine Into Whiskey,Tucker Wetmore,90,77,11,2024-06-15
97,Heat Stick,Shoreline Mafia Presents OhGeesy & Fenix Flexin,97,97,3,2024-06-15
98,Let Your Boys Be Country,Jason Aldean,NEW,98,1,2024-06-15
99,Tu Name,Fuerza Regida,100,66,14,2024-06-15
100,loml,Taylor Swift,92,12,7,2024-06-15
1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,5,2024-06-22
2,Please Please Please,Sabrina Carpenter,NEW,2,1,2024-06-22
3,Espresso,Sabrina Carpenter,6,3,9,2024-06-22
4,A Bar Song (Tipsy),Shaboozey,4,3,9,2024-06-22
5,Million Dollar Baby,Tommy Richman,3,2,7,2024-06-22
6,Not Like Us,Kendrick Lamar,5,1,6,2024-06-22
7,Too Sweet,Hozier,7,1,12,2024-06-22
8,Houdini,Eminem,2,2,2,2024-06-22
9,Birds Of A Feather,Billie Eilish,11,9,4,2024-06-22
10,Lose Control,Teddy Swims,8,1,44,2024-06-22
11,Beautiful Things,Benson Boone,9,2,21,2024-06-22
12,Pink Skies,Zach Bryan,10,6,3,2024-06-22
13,Fortnight,Taylor Swift Featuring Post Malone,12,1,8,2024-06-22
14,Lunch,Billie Eilish,13,5,4,2024-06-22
15,Like That,"Future, Metro Boomin & Kendrick Lamar",14,1,12,2024-06-22
16,Saturn,SZA,16,6,16,2024-06-22
17,Cowgirls,Morgan Wallen Featuring ERNEST,19,17,26,2024-06-22
18,We Can't Be Friends (Wait For Your Love),Ariana Grande,17,1,14,2024-06-22
19,Austin,Dasha,20,19,14,2024-06-22
20,Wanna Be,GloRilla & Megan Thee Stallion,15,11,10,2024-06-22
21,"Good Luck, Babe!",Chappell Roan,26,21,10,2024-06-22
22,Feather,Sabrina Carpenter,27,21,28,2024-06-22
23,BAND4BAND,Central Cee & Lil Baby,18,18,3,2024-06-22
24,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,23,1,42,2024-06-22
25,Chihiro,Billie Eilish,21,12,4,2024-06-22
26,Lovin On Me,Jack Harlow,22,1,31,2024-06-22
27,Stick Season,Noah Kahan,25,9,37,2024-06-22
28,Miles On It,Marshmello & Kane Brown,24,21,6,2024-06-22
29,High Road,Koe Wetzel & Jessie Murph,NEW,29,1,2024-06-22
30,Ain't No Love In Oklahoma,Luke Combs,29,23,4,2024-06-22
31,Gata Only,FloyyMenor X Cris Mj,39,27,13,2024-06-22
32,Yeah Glo!,GloRilla,28,28,18,2024-06-22
33,Get It Sexyy,Sexyy Red,30,20,13,2024-06-22
34,End Of Beginning,Djo,35,11,17,2024-06-22
35,Sweet Dreams,Koe Wetzel,50,35,4,2024-06-22
36,Slow It Down,Benson Boone,40,36,12,2024-06-22
37,Bulletproof,Nate Smith,44,37,10,2024-06-22
38,Greedy,Tate McRae,38,3,39,2024-06-22
39,One Of Wun,Gunna,31,26,5,2024-06-22
40,Agora Hills,Doja Cat,42,7,38,2024-06-22
41,Wildflower,Billie Eilish,32,17,4,2024-06-22
42,I Like The Way You Kiss Me,Artemas,36,12,12,2024-06-22
43,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",37,2,12,2024-06-22
44,I Can Do It With A Broken Heart,Taylor Swift,34,3,8,2024-06-22
45,Stargazing,Myles Smith,41,41,5,2024-06-22
46,Where It Ends,Bailey Zimmerman,43,32,24,2024-06-22
47,Euphoria,Kendrick Lamar,33,3,7,2024-06-22
48,Whatever She Wants,Bryson Tiller,45,19,17,2024-06-22
49,Close To You,Gracie Abrams,NEW,49,1,2024-06-22
50,Think I'm In Love With You,Chris Stapleton,51,49,6,2024-06-22
51,L'amour De Ma Vie,Billie Eilish,47,22,4,2024-06-22
52,Halfway To Hell,Jelly Roll,48,48,10,2024-06-22
53,U My Everything,Sexyy Red & Drake,49,44,3,2024-06-22
54,Down Bad,Taylor Swift,46,2,8,2024-06-22
55,Wild Ones,Jessie Murph & Jelly Roll,57,35,36,2024-06-22
56,Dirt Cheap,Cody Johnson,55,55,8,2024-06-22
57,Si No Quieres No,Luis R Conriquez x Neton Vega,53,53,6,2024-06-22
58,The Man He Sees In Me,Luke Combs,NEW,58,1,2024-06-22
59,Illusion,Dua Lipa,59,43,9,2024-06-22
60,Made For Me,Muni Long,54,20,22,2024-06-22
61,FE!N,Travis Scott Featuring Playboi Carti,56,5,32,2024-06-22
62,We Ride,Bryan Martin,61,61,10,2024-06-22
63,Wind Up Missin' You,Tucker Wetmore,79,63,11,2024-06-22
64,The Boy Is Mine,Ariana Grande,RE- ENTRY,16,6,2024-06-22
65,Scared To Start,Michael Marcagi,60,54,17,2024-06-22
66,Blue,Billie Eilish,52,25,4,2024-06-22
67,Red Wine Supernova,Chappell Roan,75,67,2,2024-06-22
68,Hot To Go!,Chappell Roan,80,68,2,2024-06-22
69,Nasty,Tinashe,90,69,2,2024-06-22
70,Purple Gas,Zach Bryan & Noeline Hofmann,NEW,70,1,2024-06-22
71,Take Her Home,Kenny Chesney,78,71,5,2024-06-22
72,Who's Afraid Of Little Old Me?,Taylor Swift,58,9,8,2024-06-22
73,360,Charli xcx,NEW,73,1,2024-06-22
74,Texas Hold 'Em,Beyonce,65,1,18,2024-06-22
75,Enough (Miami),Cardi B,64,9,13,2024-06-22
76,Belong Together,Mark Ambor,74,74,7,2024-06-22
77,All My Life,Falling In Reverse & Jelly Roll,NEW,77,1,2024-06-22
78,Wine Into Whiskey,Tucker Wetmore,96,77,12,2024-06-22
79,Wondering Why,The Red Clay Strays,76,71,13,2024-06-22
80,Guilty As Sin?,Taylor Swift,63,10,8,2024-06-22
